SeniorCitizen,tenure,MonthlyCharges,TotalCharges,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
-0.43991649313097614,-0.6666391278783103,-1.5225946620711341,-0.8637135887355405,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0
-0.43991649313097614,-1.0738427650786138,-1.4827115340671475,-0.9502891493623973,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
2.273158691738958,-0.21871512695797646,0.7025515211513048,-0.028698260488836728,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
-0.43991649313097614,1.0436161483629645,-1.3115464430500368,-0.35760159384328627,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0
-0.43991649313097614,1.6137012404433893,1.3340343812144315,2.4025401844096828,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0
-0.43991649313097614,-0.1779947632379461,-0.9642308700153169,-0.583831516530735,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
-0.43991649313097614,0.3106496014024181,0.6743009721484804,0.4721212905546031,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0
-0.43991649313097614,-1.2774445836787656,-1.4710789550659844,-0.9988032179765299,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
-0.43991649313097614,-1.1145631287986442,0.5064594751317021,-0.8259167189152571,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
-0.43991649313097614,-1.2774445836787656,0.14751132309581955,-0.9773247166900914,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
-0.43991649313097614,-0.8295205827584317,1.3473287572157604,-0.4452356432399059,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0
-0.43991649313097614,-1.1145631287986442,1.0415581091851935,-0.8078783061305478,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0
-0.43991649313097614,1.5729808767233588,0.7091987091519689,1.658621045910698,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0
-0.43991649313097614,-1.1960038562387048,0.40508985812156867,-0.9071116282958192,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
-0.43991649313097614,-0.0965540357978854,-1.4993295040688086,-0.7185903680311736,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
-0.43991649313097614,-0.30015585439803716,-1.481049737066981,-0.783841790317182,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
-0.43991649313097614,0.7992939660427822,-1.3364733980525287,-0.4208021941378791,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
2.273158691738958,0.5549717837226001,1.503537675231376,1.1421226299651457,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0
-0.43991649313097614,-0.9516816739185228,0.19071804510013865,-0.7441484614510734,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
-0.43991649313097614,-0.5444780367182193,0.7341256641544608,-0.31788621312780757,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
-0.43991649313097614,-0.8295205827584317,-0.5105602889699654,-0.7380842028743069,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2.273158691738958,0.5142514200025698,1.1279715531938321,0.9882007213621247,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0
-0.43991649313097614,0.14776814652229667,1.3207400052131024,0.6173547705058202,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0
-0.43991649313097614,0.22920887396235737,1.0083221691818711,0.6201112516770777,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0
-0.43991649313097614,-1.2774445836787656,-1.5142856770703037,-0.9993765660601516,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
-0.43991649313097614,-0.9109613101984924,1.1213243651931677,-0.550158342542653,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0
-0.43991649313097614,-0.7888002190384014,-0.6634456129852487,-0.7612165928635002,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.43991649313097614,-0.5851984004382496,0.572931355138347,-0.37916830252720524,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0
-0.43991649313097614,0.18848851024232702,-0.6435040489832552,-0.30522845158939305,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
-0.43991649313097614,-1.1145631287986442,-1.4760643460664828,-0.9540379637553076,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0
-0.43991649313097614,-0.8702409464784621,0.3386179781149237,-0.648178812992571,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.43991649313097614,1.2879383306831464,1.1429277261953275,1.7138829804320692,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0
-0.43991649313097614,-1.2774445836787656,-0.30615925794953225,-0.9833448715681176,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2.273158691738958,0.18848851024232702,0.9219087251732329,0.5240533958210951,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
-0.43991649313097614,0.6364125111626608,1.3456669602155942,1.1962378683192736,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0
2.273158691738958,-0.5037576729981889,0.9900424021800438,-0.1700285631015532,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
-0.43991649313097614,-0.2594354906780068,0.1574821050968162,-0.2139558470467134,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
-0.43991649313097614,-0.0965540357978854,-1.5076384890696393,-0.7527045790066569,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0
-0.43991649313097614,1.4915401492832983,0.07106866108817798,1.0111787484057273,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1
-0.43991649313097614,1.247217966963116,0.8188773111629334,1.4609262163081074,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0
-0.43991649313097614,-1.1145631287986442,-1.5093002860698053,-0.9522517639563326,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
-0.43991649313097614,0.26992923768238775,-1.4727407520661506,-0.6594252561713018,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0
-0.43991649313097614,-1.1552834925186746,1.2276793732037996,-0.847064442461145,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
-0.43991649313097614,1.125056875803025,1.2093996062019723,1.668103341139824,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0
-0.43991649313097614,-0.5444780367182193,1.2808568772091153,-0.12016933167584684,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0
-0.43991649313097614,-0.8702409464784621,1.2376501552047963,-0.5027027626982832,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
2.273158691738958,-0.055833672077855064,1.1695164781979852,0.39758603968379924,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
-0.43991649313097614,-0.0965540357978854,0.6493740171459885,0.06766832125832684,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0
-0.43991649313097614,0.8400143297628127,-1.3348116010523623,-0.4437581693321119,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
-0.43991649313097614,-1.1145631287986442,0.8172155141627669,-0.8042176991351178,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
2.273158691738958,0.758573602322752,0.4931650991303729,0.7451452376053197,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
-0.43991649313097614,1.5729808767233588,0.8155537171626008,1.8097864733424616,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
-0.43991649313097614,1.1657772395230555,-1.3215172250510334,-0.3470167061456573,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0
2.273158691738958,-0.9924020376385531,0.3236618051134285,-0.740333491510053,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
-0.43991649313097614,-0.9109613101984924,-0.32610082195152557,-0.7569605859350785,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
-0.43991649313097614,-0.8295205827584317,-0.49560411596847015,-0.7356584994436002,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
-0.43991649313097614,1.369379058123207,-0.030300955921955676,0.8730018602529297,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
-0.43991649313097614,-0.3408762181180675,-0.143303151933252,-0.37242043661996677,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
-0.43991649313097614,-1.1552834925186746,-0.27458511494637583,-0.9041566804802311,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
-0.43991649313097614,-1.1552834925186746,0.8039211381614382,-0.8511881382933462,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
-0.43991649313097614,0.10704778280226633,-0.304497460949366,-0.11851544297309233,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2.273158691738958,0.5142514200025698,0.6959043331506402,0.6584373658822427,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
-0.43991649313097614,1.3286586944031769,1.503537675231376,2.140564213893366,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0
-0.43991649313097614,-0.748079855318371,0.5363718211346925,-0.49941703714214414,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
-0.43991649313097614,1.1657772395230555,-0.467353566965646,0.3544085186172211,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0
-0.43991649313097614,1.4508197855632678,0.5180920541328647,1.362795486611339,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
-0.43991649313097614,-0.38159658183809786,-0.23304018994222275,-0.4420601769306173,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1
-0.43991649313097614,0.9214550572028734,0.5579751821368518,0.9810118184674849,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
-0.43991649313097614,1.4915401492832983,-1.3397969920528607,-0.2500547244655021,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0
-0.43991649313097614,-1.0331224013585834,0.5480044001358552,-0.751998919826815,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0
-0.43991649313097614,1.6137012404433893,0.4748853321285456,1.5196061874818378,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.43991649313097614,1.1657772395230555,-0.5005895069689685,0.29824245827167756,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2.273158691738958,1.2879383306831464,0.5164302571326987,1.2051468154647778,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2.273158691738958,-0.015113308357824713,0.9451738831755587,0.28483493385468084,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
-0.43991649313097614,-1.2774445836787656,0.4915033021302069,-0.9727599838704887,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
-0.43991649313097614,-1.1960038562387048,0.5829021371393436,-0.913286146119436,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
-0.43991649313097614,-1.1960038562387048,-1.481049737066981,-0.9855280046557537,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
-0.43991649313097614,1.6137012404433893,0.6526976111463211,1.680915465623829,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0
-0.43991649313097614,-0.2594354906780068,-1.1619847130350858,-0.660968885627206,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
-0.43991649313097614,0.26992923768238775,1.1861344481996465,0.668845838784911,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0
-0.43991649313097614,-1.2774445836787656,-1.502653098069141,-0.999222203114561,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
-0.43991649313097614,-1.2774445836787656,-1.504314895069307,-0.9992442549639312,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1
-0.43991649313097614,0.9621754209229036,0.8022593411612722,1.183227277190938,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
2.273158691738958,0.43281069256250915,1.422109622223236,0.9917731209600742,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0
-0.43991649313097614,-1.2774445836787656,-1.3082228490497045,-0.996642136738264,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
-0.43991649313097614,-0.13727439951791576,0.20401242110146783,-0.14138321076984492,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0
-0.43991649313097614,-1.2367242199587352,0.572931355138347,-0.9264069964946219,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
-0.43991649313097614,1.4508197855632678,0.4931650991303729,1.4008569786240632,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
-0.43991649313097614,1.4100994218432374,0.8238627021634315,1.802928348188373,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
-0.43991649313097614,-0.5444780367182193,-1.3248408190513656,-0.8015714772107105,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0
-0.43991649313097614,1.369379058123207,-0.2662761299455452,0.6276970878603786,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,0,0
-0.43991649313097614,-1.1552834925186746,-1.1869116680375775,-0.9506860826510584,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
-0.43991649313097614,-0.9516816739185228,-1.4960059100684764,-0.9149400348221906,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
2.273158691738958,0.8400143297628127,1.2991366442109427,1.4114639181710622,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0
-0.43991649313097614,-0.38159658183809786,-1.504314895069307,-0.8004688847422075,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1
-0.43991649313097614,0.7178532386027215,1.4553455622265583,1.4666817489936932,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0
-0.43991649313097614,-1.2367242199587352,0.3386179781149237,-0.9409171133801216,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.43991649313097614,1.0843365120829946,-1.4760643460664828,-0.4490506131809264,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
-0.43991649313097614,1.247217966963116,0.6227852651433307,1.3891915503073013,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0
-0.43991649313097614,-0.30015585439803716,0.2089978121019659,-0.19735080447105793,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1
-0.43991649313097614,-0.748079855318371,0.5214156481331973,-0.5350528257241616,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
-0.43991649313097614,1.3286586944031769,0.07605405208867606,0.8928264728366138,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2.273158691738958,1.4915401492832983,-0.2729233179462098,0.7354203720331233,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0
-0.43991649313097614,-0.46303730927815856,0.3087056321119333,-0.31731286504418604,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.43991649313097614,0.43281069256250915,0.8803638001690798,0.7623897838127071,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0
2.273158691738958,1.5729808767233588,0.9052907551715716,1.8964722932161686,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0
-0.43991649313097614,-0.5444780367182193,-1.3098846460498705,-0.7581734376504319,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
-0.43991649313097614,0.3106496014024181,-1.4993295040688086,-0.6416735174284032,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0
-0.43991649313097614,-0.9516816739185228,0.6161380771426661,-0.6535594642388657,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
-0.43991649313097614,1.0436161483629645,1.2791950802089493,1.646161751016614,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0
-0.43991649313097614,-1.2774445836787656,-1.491020519067978,-0.9990678401689707,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
-0.43991649313097614,0.5956921474426305,1.6182016682428386,1.33750201538388,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0
-0.43991649313097614,1.0436161483629645,0.6493740171459885,1.1604697686410357,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0
-0.43991649313097614,0.3106496014024181,1.259253516206956,0.8040016235740106,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1
-0.43991649313097614,0.35136996512244845,0.12756975909382579,0.26104098838438583,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0
-0.43991649313097614,1.4100994218432374,1.2010906212011416,1.961723715502177,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0
2.273158691738958,0.06632741908223598,1.1661928841976528,0.46660832821208803,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0
-0.43991649313097614,-1.1960038562387048,-1.517609271070636,-0.9844474640366206,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1
2.273158691738958,1.125056875803025,1.7046151122514768,2.0467335948237597,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0
2.273158691738958,-0.9924020376385531,0.9086143491719036,-0.6859095272647442,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0
-0.43991649313097614,-0.7073594915983407,0.33695618111475767,-0.519506271918269,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.43991649313097614,1.4508197855632678,1.2409737492051283,2.1452833096585593,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0
2.273158691738958,1.5729808767233588,-1.3065610520495383,-0.2185426317156859,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0
-0.43991649313097614,1.0436161483629645,0.4998122871310375,0.988663810198896,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2.273158691738958,-1.2367242199587352,-1.5142856770703037,-0.9914379002869299,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
-0.43991649313097614,-0.748079855318371,0.827186296163764,-0.47491743249200713,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0
-0.43991649313097614,1.5729808767233588,-1.4577845790646555,-0.3492880466307735,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0
-0.43991649313097614,-0.748079855318371,1.1894580421999785,-0.3835345687024772,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
-0.43991649313097614,-1.0738427650786138,-0.4590445819648154,-0.8721814988936437,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
-0.43991649313097614,-0.7073594915983407,0.1574821050968162,-0.5353174479166023,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1
